dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_doi,pub2_doi,originalDataUrl,neotomaSiteId,neotomaDatasetId,archiveType,proxy,proxyDetail,proxyGeneral,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,wNAmUncertainty,inThisCompilation,QC Certification,QC comments,link to lipdverse
DempsterPeatland.Porter.2019,Dempster Highway Peatland,North America>Canada>Yukon Territory,65.21,-138.32,740,10.1038/s41467-019-09622-y,,www.ncdc.noaa.gov/paleo/study/27330,,,Ice-other,d18O,pore ice,isotope,,,temperature anomalies relative to Holocene mean.,temperature,degC,anom,T,air@surface,summer,summerOnly,positive,-63,13585,150,1.160573655,2.1,TRUE,DSK,,http://lipdverse.org/wNAm/0_16_2/DempsterPeatland.Porter.2019.html
DJ6-93SF-6.McGann.2008,DJ6-93SF-6,Pacific Ocean>North Pacific Ocean,37.63,-122.37,-4,10.2112/08A-0003.1,,wNAm,,,MarineSediment,Mg/Ca,single species,Mg/Ca,,,"""y = 4.4289 ln(x) + 11.682, where y water temperature in C and x the Mg/Ca ratio""; foram E. excavatum",temperature,degC,abs,T,sea@surface,annual,annual,positive,100,3840,85,2.941176471,1.9,TRUE,"CR, SHA",Shorter than 4000 years (oldest age at 3840 yr BP),http://lipdverse.org/wNAm/0_16_2/DJ6-93SF-6.McGann.2008.html
DSDP480.Barron.2004,DSDP site 480,Pacific Ocean>North Pacific Ocean,27.9,-111.65,-655,10.1016/S0377-8398(03)00071-9,,www.ncdc.noaa.gov/paleo/study/5855,,,MarineSediment,diatom,single species,other microfossil,,,"""Azpeitia nodulifera, an indicator of El Nino conditions in the modern-day Gulf of California""",Azpeitia_nodulifer,percent,abs,MODE,elNino,annual,annual,positive,1330,15185.71,43.86,0.3748828491,16.49,TRUE,SHA,Lat/lon updated from NOAA webpage,http://lipdverse.org/wNAm/0_16_2/DSDP480.Barron.2004.html
DSDP480.Barron.2004,DSDP site 480,Pacific Ocean>North Pacific Ocean,27.9,-111.65,-655,10.1016/S0377-8398(03)00071-9,,www.ncdc.noaa.gov/paleo/study/5855,,,MarineSediment,BSi,bulk sediment,biophysical,,,"""Enhanced winter time northwest winds lead to increasing biogenic silica deposition"" and ""causing enhanced coastal upwelling on the mainland side of the central Gulf.""",BSi,percent,abs,upwelling,@surface,annual,annual,positive,1334.4,15190.2,87.7,0.3750375038,0.48,TRUE,"CR, SHA",Lat/lon updated from NOAA webpage,http://lipdverse.org/wNAm/0_16_2/DSDP480.Barron.2004.html
Dune.Finney.2012,Dune Lake,North America>United States Of America>Alaska,64.42,-149.9,134,10.1007/s10933-012-9617-2,,www.ncdc.noaa.gov/paleo/study/13076,,,LakeSediment,d13C,bulk sediment,isotope,,,"""Variability in groundwater level and flux has a strong control on lake level and are negatively correlated with the d13C of organic matter produced within the lake.""",d13C,permil,abs,P-E,groundWaterLevel,annual,annual,negative,-42.503,11326.364,16.686,1.583271227,1.96,TRUE,SHA,,http://lipdverse.org/wNAm/0_16_2/Dune.Finney.2012.html
Eldora.Maher.1969,Eldora Fen,North America>United States Of America>Colorado,39.94,-105.58,2848,noPubOnRecord,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,771,10.21233/N30H6G,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,9,8639.9,175.4,0.6951766328,2,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Eldora.Maher.1969.html
Eldora.Maher.1969,Eldora Fen,North America>United States Of America>Colorado,39.94,-105.58,2848,noPubOnRecord,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,771,10.21233/N30H6G,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,9,8639.9,175.4,0.6951766328,3,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Eldora.Maher.1969.html
Eldora.Maher.1969,Eldora Fen,North America>United States Of America>Colorado,39.94,-105.58,2848,noPubOnRecord,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,771,10.21233/N30H6G,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,9,8639.9,175.4,0.6951766328,2.1,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Eldora.Maher.1969.html
Eldora.Maher.1969,Eldora Fen,North America>United States Of America>Colorado,39.94,-105.58,2848,noPubOnRecord,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,771,10.21233/N30H6G,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,9,8639.9,175.4,0.6951766328,368,TRUE,JM,"Pecipitaition reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/Eldora.Maher.1969.html
Eleanor.Gavin.2011,Eleanor Lake,North America>United States Of America>Washington,47.68,-124.02,710,10.1016/j.quascirev.2011.03.003,,www.ncdc.noaa.gov/paleo-search/study/23371,,,LakeSediment,BSi,bulk sediment,biophysical,,,BSi,temperature,percent,abs,T,air@surface,summer,summerOnly,positive,-48.9,10877.1,18.9,1.189822442,1.27,TRUE,DSK,,http://lipdverse.org/wNAm/0_16_2/Eleanor.Gavin.2011.html
Elsinore.Kirby.2019,Lake Elsinore,North America>United States Of America>California,33.6733,-117.3542,379,10.3389/feart.2019.00074,,www.ncdc.noaa.gov/paleo/study/30232,,,LakeSediment,d18O,bulk sediment,isotope,,,Amount effect,d18O,permil,abs,P,amount@surface,summer,summerOnly,negative,-43.7,10895,14.6,2.376882079,1.08,TRUE,MEK,,http://lipdverse.org/wNAm/0_16_2/Elsinore.Kirby.2019.html
Elsinore.Kirby.2019,Lake Elsinore,North America>United States Of America>California,33.6733,-117.3542,379,10.3389/feart.2019.00074,,www.ncdc.noaa.gov/paleo/study/30232,,,LakeSediment,particle size,bulk sediment,biophysical,,,,sand,percent,abs,P,runoff@surface,winter,winterOnly,positive,-43.7,10895,10.2,2.376882079,0.96,TRUE,MEL,"Recalculated age model on data from Kirby et al., 2010",http://lipdverse.org/wNAm/0_16_2/Elsinore.Kirby.2019.html
Emerald.Shuman.2014,Emerald Lake,North America>United States Of America>Colorado,39.152,-106.406,3053,10.2113/gsrocky.49.1.33,,www.ncdc.noaa.gov/paleo/study/23079,,,LakeSediment,stratigraphy,core transect,biophysical,,,Elevation below modern,lakeLevel,cm,abs,P-E,lakeLevel@surface,annual,annual,negative,250,11900,50,2.145922747,0.61,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Emerald.Shuman.2014.html
EmeraldLake.JimenezMoreno.2019,Emerald Lake,North America>United States Of America>Colorado,39.1518,-106.406,3053,10.1016/j.quascirev.2019.03.013,,wNAm,41614,41614,LakeSediment,pollen,single species,pollen,,,Pinus edulis: a good approximate of changes in winter precipitation.,Pinyon,percent,abs,P-E,@surface,winter,winterOnly,positive,-64,10252,156,0.8724311749,0.69,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/EmeraldLake.JimenezMoreno.2019.html
EmeraldLake.JimenezMoreno.2019,Emerald Lake,North America>United States Of America>Colorado,39.1518,-106.406,3053,10.1016/j.quascirev.2019.03.013,,wNAm,41614,41614,LakeSediment,pollen,ratio,pollen,,,Ratio to relative shifts between the subalpine and the lower altitudinal steppe vegetation belts. A proxy for the elevation of treeline and the density of Picea subalpine forest,Picea/Artemesia,unitless,abs,T,air@surface,annual,annual,positive,-64,10252,156,0.8724311749,0.84,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/EmeraldLake.JimenezMoreno.2019.html
EmeraldLake.JimenezMoreno.2019,Emerald Lake,North America>United States Of America>Colorado,39.1518,-106.406,3053,10.1016/j.quascirev.2019.03.013,,wNAm,41614,41614,LakeSediment,pollen,ratio,pollen,,,Indication for the position of upper treeline,Picea/Pinus,unitless,abs,T,air@surface,annual,annual,positive,-64,10252,156,0.8724311749,0.77,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/EmeraldLake.JimenezMoreno.2019.html
EmeraldLake.JimenezMoreno.2019,Emerald Lake,North America>United States Of America>Colorado,39.1518,-106.406,3053,10.1016/j.quascirev.2019.03.013,,wNAm,41614,41614,LakeSediment,pollen,several species,pollen,,,,quercus_juniperus_cercocarpus,percent,abs,T,air@surface,annual,annual,positive,-64,10252,156,0.8724311749,59.11,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/EmeraldLake.JimenezMoreno.2019.html
EN32_PC6.Flower.2004,EN32_PC6,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,26.946,-91.35,-2280,10.1130/G20604.1,www.geosociety.org/datarepository/2004/2004095.pdf,www.ncdc.noaa.gov/paleo/study/27330,,,MarineSediment,Mg/Ca,ruber,Mg/Ca,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.5207, salinity=35.0236, pH=8.0316, clean=0, species=ruber, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,4 5 6 7 8 9 10 12,annual,positive,8330,22210,300,1.36239782,1.9,TRUE,"JET, DSK",youngest = 8.3 ka; accept to improve subtropical coverage,http://lipdverse.org/wNAm/0_16_2/EN32_PC6.Flower.2004.html
EN32_PC6.Flower.2004,EN32_PC6,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,26.946,-91.35,-2280,10.1130/G20604.1,www.geosociety.org/datarepository/2004/2004095.pdf,www.ncdc.noaa.gov/paleo/study/27330,,,MarineSediment,d18O,ruber,isotope,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=26.7011, prior_std=10, species=ruber, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.73415) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,8330,22210,290,1.36239782,2.1,TRUE,"JET, DSK",youngest = 8.3 ka; accept to improve subtropical coverage,http://lipdverse.org/wNAm/0_16_2/EN32_PC6.Flower.2004.html
EnosLake.Brown.2006,Enos Lake,North America>Canada>British Columbia,49.28,-124.15,46,10.1016/j.quascirev.2006.02.020,,wNAm,,,LakeSediment,pollen,assemblage,pollen,DWHI-MAP,,MAP_update,precipitation,mm,abs,P,amount@surface,annual,annual,positive,-45,10473,152,0.7606008747,368,TRUE,"KJB, SHA",Lat/lon updated to four decimals with Google Earth,http://lipdverse.org/wNAm/0_16_2/EnosLake.Brown.2006.html
EW0408_66JC.Praetorius.2015,EW0408_66JC,Pacific Ocean>North Pacific Ocean>Gulf Of Alaska,57.8724,-137.1045,-426,10.1038/nature15753,,www.ncdc.noaa.gov/paleo/study/22400,,,MarineSediment,alkenone,UK37,alkenone,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,6 7 2008,summerOnly,positive,4380.625,13573.75,120,2.624887212,1.7,TRUE,"JET, DSK",,http://lipdverse.org/wNAm/0_16_2/EW0408_66JC.Praetorius.2015.html
EW0408_66JC.Praetorius.2015,EW0408_66JC,Pacific Ocean>North Pacific Ocean>Gulf Of Alaska,57.8724,-137.1045,-426,10.1038/nature15753,,www.ncdc.noaa.gov/paleo/study/22400,,,MarineSediment,d18O,pachyderma,isotope,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=8.878, prior_std=10, species=pachy, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (-0.93822) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,4246,13570,14,2.579313903,2.1,TRUE,"JET, DSK",,http://lipdverse.org/wNAm/0_16_2/EW0408_66JC.Praetorius.2015.html
EW0408_85JC.Praetorius.2015,EW0408_85JC,Pacific Ocean>North Pacific Ocean>Gulf Of Alaska,59.5554,-144.1535,-682,10.1038/nature15753,10.1016/j.epsl.2014.04.004,www.ncdc.noaa.gov/paleo/study/21950,,,MarineSediment,alkenone,UK37,alkenone,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,6 7 2008,summerOnly,positive,1039,17390,149,1.824651035,1.7,TRUE,"PMS, DSK, JET",,http://lipdverse.org/wNAm/0_16_2/EW0408_85JC.Praetorius.2015.html
EW0408_85JC.Praetorius.2015,EW0408_85JC,Pacific Ocean>North Pacific Ocean>Gulf Of Alaska,59.5554,-144.1535,-682,10.1038/nature15753,10.1016/j.epsl.2014.04.004,www.ncdc.noaa.gov/paleo/study/21950,,,MarineSediment,d18O,pachyderma,isotope,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=8.2693, prior_std=10, species=pachy, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (-0.95101) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,993.737,17370,75.041,1.817147201,2.1,TRUE,"JET, DSK",,http://lipdverse.org/wNAm/0_16_2/EW0408_85JC.Praetorius.2015.html
EW0408_85JC.Praetorius.2015,EW0408_85JC,Pacific Ocean>North Pacific Ocean>Gulf Of Alaska,59.5554,-144.1535,-682,10.1038/nature15753,10.1016/j.epsl.2014.04.004,www.ncdc.noaa.gov/paleo/study/21950,,,MarineSediment,d18O,bulloides,isotope,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=8.2693, prior_std=10, species=bulloides, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (-0.95101) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,993.737,17261,75.041,1.817147201,2.1,TRUE,"JET, DSK",,http://lipdverse.org/wNAm/0_16_2/EW0408_85JC.Praetorius.2015.html
EW0408-87JC.Praetorius.2020,EW0408-87JC,Pacific Ocean>North Pacific Ocean>Gulf Of Alaska,58.77,-144.5,3680,10.1126/sciadv.aay2915,,wNAm,,,MarineSediment,alkenone,UK37,alkenone,,,,temperature,degC,abs,T,sea@surface,annual,annual,positive,9.74358974,17771.3423,443.8404815,0.583807365,1.7,TRUE,SHA,,http://lipdverse.org/wNAm/0_16_2/EW0408-87JC.Praetorius.2020.html
Farewell.Hu.1998,Farewell Lake,North America>United States Of America>Alaska,62.55,-153.63,230,10.1006/qres.1997.1936,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,LakeSediment,Mg/Ca,ostracode,Mg/Ca,,,Mg/Ca,temperature,mmol/mol,abs,T,lake@surface,summer,summerOnly,positive,-49.971,12517.308,192.281,0.4979265095,1.66,TRUE,DSK,,http://lipdverse.org/wNAm/0_16_2/Farewell.Hu.1998.html
FelkerLake.Galloway.2011,Felker Lake,North America>Canada>British Columbia,51.95,-121.9953,862,10.1007/s10933-010-9490-9,,wNAm,21284,21284,LakeSediment,diatom,assemblage,other microfossil,,,,salinity,mg/L,abs,P-E,lake@surface,annual,annual,negative,-36.4,10688.7,141.7,0.6526745671,66.3,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/FelkerLake.Galloway.2011.html
FelkerLake.Galloway.2011,Felker Lake,North America>Canada>British Columbia,51.95,-121.9953,862,10.1007/s10933-010-9490-9,,wNAm,21284,21284,LakeSediment,diatom,assemblage,other microfossil,,,,lakeLevel,m,abs,P-E,lakeLevel@surface,annual,annual,positive,-36.4,10688.7,141.7,0.6526745671,1.41,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/FelkerLake.Galloway.2011.html
Ferndale.Albert.1981,Ferndale,North America>United States Of America>Oklahoma,34.41,-95.81,263,"Albert, L.E., and D.G. Wyckoff, editors. 1981. Ferndale Bog and Natural Lake: five thousand years of environmental change in southeastern Oklahoma. Studies in Oklahoma's Past 7. Oklahoma Archaeological Survey, Norman, Oklahoma, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,804,10.21233/N3W91K,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,0,7362,50,0.4074979625,2,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Ferndale.Albert.1981.html
Ferndale.Albert.1981,Ferndale,North America>United States Of America>Oklahoma,34.41,-95.81,263,"Albert, L.E., and D.G. Wyckoff, editors. 1981. Ferndale Bog and Natural Lake: five thousand years of environmental change in southeastern Oklahoma. Studies in Oklahoma's Past 7. Oklahoma Archaeological Survey, Norman, Oklahoma, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,804,10.21233/N3W91K,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,0,7362,50,0.4074979625,3,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Ferndale.Albert.1981.html
Ferndale.Albert.1981,Ferndale,North America>United States Of America>Oklahoma,34.41,-95.81,263,"Albert, L.E., and D.G. Wyckoff, editors. 1981. Ferndale Bog and Natural Lake: five thousand years of environmental change in southeastern Oklahoma. Studies in Oklahoma's Past 7. Oklahoma Archaeological Survey, Norman, Oklahoma, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,804,10.21233/N3W91K,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,7362,50,0.4074979625,2.1,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Ferndale.Albert.1981.html
Ferndale.Albert.1981,Ferndale,North America>United States Of America>Oklahoma,34.41,-95.81,263,"Albert, L.E., and D.G. Wyckoff, editors. 1981. Ferndale Bog and Natural Lake: five thousand years of environmental change in southeastern Oklahoma. Studies in Oklahoma's Past 7. Oklahoma Archaeological Survey, Norman, Oklahoma, USA.",10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,804,10.21233/N3W91K,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,0,7362,50,0.4074979625,368,TRUE,JM,"Pecipitation reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/Ferndale.Albert.1981.html
FoyLake.Stone.2008,FoyLake,North America>United States Of America>Montana,48.2,-114.4,1006,10.1130/G22225.1,,www.ncdc.noaa.gov/paleo/study/6188,41761,41761,LakeSediment,diatom,assemblage,other microfossil,,,,benth,fraction,abs,P-E,lakeLevel@surface,annual,annual,negative,1912.5,15095.13,6,0.8921933086,0.4,TRUE,CR,drought infered from lake level and benthic diatom. Seasonality not specified. Assumed annual,http://lipdverse.org/wNAm/0_16_2/FoyLake.Stone.2008.html
Frozen.Rosenberg.2004,Frozen Lake,North America>Canada>British Columbia,49.6,-121.467,1180,10.1191/0959683604hl703rp,10.1890/12-1742.1,www.ncdc.noaa.gov/paleo/study/27330,,,LakeSediment,chironomid,assemblage,chironomid,WAPLS,7,51 lakes from British Columbia (Palmer et al. 2002),temperature,degC,abs,T,air@surface,summer,summerOnly,positive,-127.935,11426.52,241.725,0.8654670428,1.4,TRUE,"DSK, MTO, IRW",data from Dan Gavin; untenable minimum age,http://lipdverse.org/wNAm/0_16_2/Frozen.Rosenberg.2004.html
GGC19.Farmer.2011,GGC19,Arctic Ocean,72.16,-155.51,-369,10.1029/2011GL049714,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,MarineSediment,dinocyst,assemblage,other microfossil,,,,temperature,degC,abs,T,sea@surface,summer,summer+,positive,415.43,6511.9,134,1.476264133,1.7,TRUE,SLJ,"the data set includes winter SST + Summer SST and sea ice, The last column is the average of summer and winter",http://lipdverse.org/wNAm/0_16_2/GGC19.Farmer.2011.html
GGC19.Farmer.2011,GGC19,Arctic Ocean,72.16,-155.51,-369,10.1029/2011GL049714,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,MarineSediment,dinocyst,assemblage,other microfossil,,,Sea_Ice_months,seaIce,months/year,abs,ICE,sea@surface,annual,annual,positive,415.43,6511.9,134,1.476264133,1.99,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/GGC19.Farmer.2011.html
GGC19.Farmer.2011,GGC19,Arctic Ocean,72.16,-155.51,-369,10.1029/2011GL049714,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,MarineSediment,dinocyst,assemblage,other microfossil,,,,temperature,degC,abs,T,sea@surface,warmest + coldest,annual,positive,415.43,6511.9,134,1.476264133,1.2,TRUE,SLJ,data includes winter SST + Summer SST and sea ice; the last column is the average of summer and winter,http://lipdverse.org/wNAm/0_16_2/GGC19.Farmer.2011.html
GreatBasin.Salzer.2014,Great Basin,North America>United States Of America>Nevada,38,-116.5,0,10.1007/s00382-013-1911-9,,www.ncdc.noaa.gov/paleo/study/17056,,,Wood,TRW,tree ring width,biophysical,,,"Great basin site average. Surface Temperature Anomaly - Adjusted, , , degrees C, July-September, , , ,N",temperature,degC,anom,T,air@surface,7 8 2009,summer+,positive,-56,4524,1,,2.1,TRUE,DSK,Integrating several tree sites to generate continuous time series,http://lipdverse.org/wNAm/0_16_2/GreatBasin.Salzer.2014.html
greyling.Mckay.2009,Greyling,North America>United States Of America>Alaska,61.3813,-145.737,1015,10.1007/s10933-008-9260-0,,www.ncdc.noaa.gov/paleo/study/15444,,,LakeSediment,TOC,bulk sediment,biophysical,,,OM,organic,percent,abs,ELA,glacierExtent,annual,annual,negative,-29,18127,102,0.4987945798,1.49,TRUE,SHA,Lat/lon updated to four decimals with Google Earth,http://lipdverse.org/wNAm/0_16_2/greyling.Mckay.2009.html
Grutas.Winter.2020,Grutas del Ray Marcos,North America>Central America>Guatemala,15.4277,-90.2807,1466,10.1038/s41467-020-14490-y,,www.ncdc.noaa.gov/paleo/study/28351,,,Speleothem,d18O,calcite,isotope,,,Amount effect,d18O,permil,abs,P,amount@surface,annual,annual,negative,343,12778,13,1.801492665,0.28,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Grutas.Winter.2020.html
Hail.Cwynar.1995,Hail Lake,North America>Canada>Yukon Territory,60.03,-129.02,690,10.7202/033027ar,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,970,10.21233/N31D9W,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,anom,T,air@surface,coldest month,winterOnly,positive,67,11334,138,0.7100381646,3,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Hail.Cwynar.1995.html
Hail.Cwynar.1995,Hail Lake,North America>Canada>Yukon Territory,60.03,-129.02,690,10.7202/033027ar,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,970,10.21233/N31D9W,LakeSediment,pollen,assemblage,pollen,,,,precipitation,mm,anom,P,amount@surface,annual,annual,positive,67,11334,138,0.7100381646,368,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Hail.Cwynar.1995.html
Hail.Cwynar.1995,Hail Lake,North America>Canada>Yukon Territory,60.03,-129.02,690,10.7202/033027ar,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,970,10.21233/N31D9W,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,anom,T,air@surface,warmest month,summerOnly,positive,67,9918,185,0.8121002944,2,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/Hail.Cwynar.1995.html
Hallet.McKay.2009,Hallet Lake,North America>United States Of America>Alaska,61.4919,-146.2389,1128,10.1007/s10933-008-9260-0,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,LakeSediment,TOC,bulk sediment,biophysical,,,OM,organic,percent,abs,ELA,glacierExtent,annual,annual,negative,-52,7913,31,1.381042059,3.2,TRUE,SHA,Lat/lon updated to four decimals with Google Earth,http://lipdverse.org/wNAm/0_16_2/Hallet.McKay.2009.html
Hallet.McKay.2009,Hallet Lake,North America>United States Of America>Alaska,61.4919,-146.2389,1128,10.1007/s10933-008-9260-0,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,LakeSediment,BSi,bulk sediment,biophysical,,,,BSi,percent,abs,T,air@surface,summer,summerOnly,positive,-55.103,8193.501,11.7235,1.333558988,127.92,TRUE,"DSK, SHA",Lat/lon updated to four decimals with Google Earth,http://lipdverse.org/wNAm/0_16_2/Hallet.McKay.2009.html
Hanging.Cwynar.1982,Hanging Lake,North America>Canada>Yukon Territory,68.38,-138.38,500,10.2307/2937342,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,972,10.21233/N35S6S,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,0,10279.7,260,2.042861173,2,TRUE,DSK,age gap 4.8 ka; include because ages are all veg macrofossils and because proxies include both pollen and chrionomids,http://lipdverse.org/wNAm/0_16_2/Hanging.Cwynar.1982.html
Hanging.Cwynar.1982,Hanging Lake,North America>Canada>Yukon Territory,68.38,-138.38,500,10.2307/2937342,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,972,10.21233/N35S6S,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,0,10279.7,260,2.042861173,3,TRUE,DSK,age gap 4.8 ka; include because ages are all veg macrofossils and because proxies include both pollen and chrionomids,http://lipdverse.org/wNAm/0_16_2/Hanging.Cwynar.1982.html
Hanging.Cwynar.1982,Hanging Lake,North America>Canada>Yukon Territory,68.38,-138.38,500,10.2307/2937342,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,972,10.21233/N35S6S,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,10279.7,260,2.042861173,2.1,TRUE,DSK,age gap 4.8 ka; include because ages are all veg macrofossils and because proxies include both pollen and chrionomids,http://lipdverse.org/wNAm/0_16_2/Hanging.Cwynar.1982.html
Harding.Finkenbinder.2014,Harding Lake,North America>United States Of America>Alaska,64.42,-146.85,217,10.1016/j.quascirev.2014.01.005,,www.ncdc.noaa.gov/paleo/study/15655,,,LakeSediment,TOC,bulk sediment,biophysical,,,"""Shallow water sediments are characterized by high magnetic susceptibility and low organic matter.""",TOC,percent,abs,P-E,lakeLevel@surface,annual,annual,positive,-56,31639,48,0.08294625083,1.6,TRUE,SHA,,http://lipdverse.org/wNAm/0_16_2/Harding.Finkenbinder.2014.html
Harding.Finkenbinder.2014,Harding Lake,North America>United States Of America>Alaska,64.42,-146.85,217,10.1016/j.quascirev.2014.01.005,,www.ncdc.noaa.gov/paleo/study/15655,,,LakeSediment,MS,bulk sediment,biophysical,,,"""Shallow water sediments are characterized by high magnetic susceptibility and low organic matter.""",MS,unitless,abs,P-E,lakeLevel@surface,annual,annual,negative,88.2,32617,9.6,0.08395036854,2.6,TRUE,SHA,,http://lipdverse.org/wNAm/0_16_2/Harding.Finkenbinder.2014.html
HealLake.Brown.2006,Heal Lake,North America>Canada>British Columbia,48.54,-123.46,137,10.1016/j.quascirev.2006.02.020,,wNAm,,,LakeSediment,pollen,assemblage,pollen,DWHI-MAP,,MAP_updated,precipitation,mm,abs,P,amount@surface,annual,annual,positive,-42,11668,187,0.683176772,368,TRUE,KJB,,http://lipdverse.org/wNAm/0_16_2/HealLake.Brown.2006.html
